age,annual_income_k,spending_score,cluster
41.93939393939394,88.93939393939394,16.96969696969697,0
56.333333333333336,54.26666666666667,49.06666666666667,1
25.25,25.83333333333333,76.91666666666666,2
32.69230769230769,86.53846153846153,82.12820512820514,3
26.684210526315788,57.578947368421055,47.78947368421053,4
45.52380952380952,26.285714285714285,19.38095238095238,5
